#FRAME_1
0.91325 -0.347574 -0.212525 225.76 
-0.369275 -0.926568 -0.0714728 277.454 
-0.172077 0.143753 -0.974538 10422.8 
994.306 781.778
##
#FRAME_2
0.884392 -0.383418 0.26616 219.409 
-0.302802 -0.90528 -0.29796 269.266 
0.355192 0.182919 -0.916722 10122.2 
994.222 781.859
##
#FRAME_3
0.896572 -0.385106 0.218751 220.541 
-0.31258 -0.900108 -0.303478 270.118 
0.313771 0.203713 -0.927388 10172.7 
994.249 781.739
##
#FRAME_4
0.931307 -0.36409 -0.0102356 227.981 
-0.364219 -0.930642 -0.0353517 280.071 
0.00334557 0.0366513 -0.999323 10519.9 
994.297 781.823
##
#FRAME_5
0.883634 -0.380215 0.273182 221.673 
-0.309024 -0.911997 -0.26975 271.708 
0.351704 0.153941 -0.923367 10228.1 
994.245 781.726
##
#FRAME_6
0.875413 -0.38124 0.297168 219.371 
-0.3023 -0.911512 -0.278857 268.921 
0.377183 0.154281 -0.913198 10125.2 
994.213 781.731
##
#FRAME_7
0.877619 -0.388383 0.280968 218.718 
-0.305246 -0.904725 -0.297151 267.902 
0.369607 0.175021 -0.912556 10097.2 
994.204 781.706
##
#FRAME_8
0.898874 -0.380293 0.217722 220.421 
-0.310227 -0.903158 -0.296757 270.037 
0.309492 0.199203 -0.929802 10165.2 
994.27 781.775
##
#FRAME_9
0.925802 -0.368055 0.0861809 224.721 
-0.341568 -0.912186 -0.226381 275.634 
0.161934 0.180147 -0.970219 10373.6 
994.242 781.761
##
#FRAME_10
0.8876 -0.386584 0.250436 219.222 
-0.305386 -0.900922 -0.308348 268.577 
0.344826 0.19721 -0.917716 10110.2 
994.237 781.778
##
#FRAME_11
0.924645 -0.369352 0.0927981 224.914 
-0.340177 -0.910589 -0.234751 275.545 
0.171207 0.185493 -0.967616 10366.1 
994.316 781.784
##
#FRAME_12
##
#FRAME_13
0.931307 -0.363768 0.0184236 227.452 
-0.360304 -0.927489 -0.0997268 278.711 
0.0533651 0.0862382 -0.994844 10488.4 
994.332 781.738
##
#FRAME_14
0.931635 -0.363263 0.00984321 227.801 
-0.361362 -0.92894 -0.0805468 279.238 
0.0384034 0.0714832 -0.996702 10513.6 
994.261 781.692
##
#FRAME_15
0.931635 -0.363263 0.00984321 227.801 
-0.361362 -0.92894 -0.0805468 279.238 
0.0384034 0.0714832 -0.996702 10513.6 
994.259 781.698
##
#FRAME_16
0.930706 -0.364419 0.0313985 226.984 
-0.357565 -0.924551 -0.131729 278.246 
0.0770339 0.111374 -0.990788 10482.2 
994.245 781.67
##
#FRAME_17
0.874842 -0.379191 0.30144 218.833 
-0.300318 -0.912827 -0.276689 267.625 
0.38008 0.151532 -0.912457 10095.4 
994.211 781.638
##
#FRAME_18
0.930174 -0.364054 0.0473522 225.948 
-0.352849 -0.922159 -0.158492 277.246 
0.101366 0.130717 -0.986224 10448.5 
994.177 781.664
##
#FRAME_19
0.930174 -0.364054 0.0473522 225.948 
-0.352849 -0.922159 -0.158492 277.246 
0.101366 0.130717 -0.986224 10448.5 
994.185 781.68
##
#FRAME_20
0.924538 -0.368067 0.0987747 224.123 
-0.33763 -0.911314 -0.235611 274.766 
0.176735 0.184482 -0.966815 10364.8 
994.186 781.645
##
#FRAME_21
0.930055 -0.362438 0.0602967 225.359 
-0.345823 -0.918954 -0.189551 276.415 
0.12411 0.155441 -0.980018 10422.8 
994.193 781.658
##
#FRAME_22
0.870082 -0.385857 0.306713 216.824 
-0.297114 -0.907061 -0.298266 265.367 
0.393295 0.168387 -0.903861 10018 
994.136 781.61
##
#FRAME_23
0.8789 -0.384182 0.282734 218.26 
-0.299971 -0.906007 -0.298611 267.266 
0.37088 0.177637 -0.911533 10088.5 
994.13 781.627
##
